student_id,average_quiz_score,assignment_score,final_exam_score,badges_earned,certified
S5936,83,83,81,3,1
S5937,83,77,73,7,1
S5938,61,61,61,8,1
S5939,90,89,72,3,1
S5940,44,35,30,1,0
S5941,70,61,57,0,1
S5942,81,81,67,2,1
S5943,94,94,78,3,1
S5944,91,91,71,7,1
S5945,57,53,41,3,0
S5946,96,90,91,5,1
S5947,88,87,86,3,1
S5948,68,67,59,4,1
S5949,41,33,30,2,0
S5950,67,63,48,2,1
S5951,63,54,54,1,1
S5952,84,84,69,1,1
S5953,91,90,83,0,1
S5954,79,71,73,0,1
S5955,54,45,41,6,0
S5956,45,36,37,1,0
S5957,97,90,93,5,1
S5958,59,54,51,1,0
S5959,94,85,92,7,1
S5960,62,58,44,0,1
S5961,48,40,38,4,0
S5962,45,44,38,8,0
S5963,67,61,57,1,1
S5964,72,72,62,3,1
S5965,79,70,69,4,1
S5966,90,84,70,5,1
S5967,47,42,40,6,0
S5968,47,46,46,5,0
S5969,69,67,49,4,1
S5970,64,57,46,2,1
S5971,42,41,30,2,0
S5972,71,71,62,0,1
S5973,55,48,52,7,0
S5974,67,66,58,1,1
S5975,44,34,43,6,0
S5976,91,86,79,8,1
S5977,53,53,38,1,0
S5978,89,88,85,3,1
S5979,58,49,51,5,0
S5980,61,61,59,6,1
S5981,92,86,89,0,1
S5982,75,65,66,0,1
S5983,74,72,63,4,1
S5984,41,36,31,8,0
S5985,45,38,30,7,0
S5986,86,81,84,8,1
S5987,45,39,37,2,0
S5988,56,48,52,4,0
S5989,80,79,65,6,1
S5990,76,66,61,3,1
S5991,91,88,74,2,1
S5992,84,74,77,5,1
S5993,58,53,38,2,0
S5994,93,93,89,2,1
S5995,61,57,60,8,1
S5996,59,49,47,2,0
S5997,91,91,77,6,1
S5998,100,96,83,3,1
S5999,82,74,63,1,1
S6000,62,56,48,2,1
S6001,65,62,54,2,1
S6002,92,88,80,4,1
S6003,56,56,52,6,0
S6004,43,43,26,4,0
S6005,92,90,84,0,1
S6006,45,38,30,2,0
S6007,54,53,41,5,0
S6008,90,83,89,3,1
S6009,79,79,61,8,1
S6010,92,88,92,8,1
S6011,53,43,36,4,0
S6012,83,79,83,0,1
S6013,76,69,62,6,1
S6014,53,45,33,8,0
S6015,88,80,82,1,1
S6016,40,34,23,5,0
S6017,99,95,89,5,1
S6018,90,83,70,3,1
S6019,47,47,27,1,0
S6020,73,71,59,6,1
S6021,86,85,68,4,1
S6022,81,71,70,7,1
S6023,90,83,90,0,1
S6024,65,59,60,0,1
S6025,80,75,75,8,1
S6026,67,59,52,4,1
S6027,75,72,66,7,1
S6028,60,55,60,5,0
S6029,60,55,41,3,0
S6030,97,90,94,7,1
S6031,59,50,41,5,0
S6032,45,39,32,2,0
S6033,59,57,54,3,0
S6034,50,43,48,4,0
S6035,72,68,72,7,1
S6036,67,57,52,2,1
S6037,67,58,59,0,1
S6038,44,42,36,0,0
S6039,94,85,81,1,1
S6040,40,39,39,3,0
S6041,82,74,68,7,1
S6042,84,83,68,7,1
S6043,49,41,44,5,0
S6044,95,89,76,6,1
S6045,91,84,87,0,1
S6046,80,74,73,5,1
S6047,97,90,93,5,1
S6048,67,57,51,6,1
S6049,73,67,68,3,1
S6050,41,34,39,8,0
S6051,45,43,30,1,0
S6052,83,76,78,3,1
S6053,43,36,43,0,0
S6054,47,43,45,8,0
S6055,80,78,65,7,1
S6056,48,46,48,7,0
S6057,40,31,37,0,0
S6058,85,84,74,7,1
S6059,97,91,97,5,1
S6060,61,59,48,5,1
S6061,90,87,87,4,1
S6062,90,84,86,1,1
S6063,81,75,70,0,1
S6064,72,65,60,4,1
S6065,40,30,23,2,0
S6066,45,39,34,7,0
S6067,42,36,40,5,0
S6068,92,89,79,1,1
S6069,51,45,33,8,0
S6070,75,69,64,3,1
S6071,54,46,52,6,0
S6072,80,74,67,2,1
S6073,98,91,91,4,1
S6074,88,82,83,1,1
S6075,68,58,68,0,1
S6076,82,82,62,5,1
S6077,90,80,74,3,1
S6078,98,96,88,7,1
S6079,66,58,55,2,1
S6080,50,43,36,7,0
S6081,41,41,23,7,0
S6082,49,39,31,1,0
S6083,99,96,87,4,1
S6084,66,63,48,1,1
S6085,47,43,47,4,0
S6086,77,77,64,3,1
S6087,53,49,52,5,0
S6088,65,62,47,0,1
S6089,87,80,80,1,1
S6090,72,68,55,8,1
S6091,96,93,95,5,1
S6092,72,68,66,7,1
S6093,89,88,71,7,1
S6094,88,88,86,5,1
S6095,47,45,47,7,0
S6096,50,49,48,2,0
S6097,44,34,26,0,0
S6098,96,92,79,1,1
S6099,41,32,30,5,0
S6100,61,56,43,0,1
S6101,43,43,31,0,0
S6102,72,63,52,6,1
S6103,89,88,88,2,1
S6104,48,39,33,4,0
S6105,57,55,37,0,0
S6106,50,43,49,8,0
S6107,51,47,42,7,0
S6108,64,59,48,8,1
S6109,96,87,92,0,1
S6110,78,73,78,3,1
S6111,91,88,85,5,1
S6112,86,80,79,4,1
S6113,71,67,64,4,1
S6114,74,71,66,3,1
S6115,47,45,27,5,0
S6116,43,43,34,7,0
S6117,54,52,36,6,0
S6118,99,95,91,3,1
S6119,60,56,54,6,0
S6120,46,38,43,5,0
S6121,40,30,28,3,0
S6122,100,95,98,1,1
S6123,67,60,64,6,1
S6124,52,43,46,7,0
S6125,71,66,68,5,1
S6126,61,53,55,5,1
S6127,65,62,48,3,1
S6128,69,69,56,7,1
S6129,66,62,53,7,1
S6130,91,90,83,0,1
S6131,77,76,61,1,1
S6132,85,80,74,4,1
S6133,55,50,42,1,0
S6134,62,62,60,1,1
S6135,48,38,43,1,0
S6136,73,70,63,4,1
S6137,70,68,54,0,1
S6138,79,70,65,6,1
S6139,83,82,67,5,1
S6140,58,50,44,7,0
S6141,75,65,72,2,1
S6142,80,78,79,2,1
S6143,44,41,37,2,0
S6144,76,73,67,2,1
S6145,48,38,45,4,0
S6146,74,64,72,8,1
S6147,100,95,80,5,1
S6148,81,75,74,3,1
S6149,72,71,71,4,1
S6150,77,68,66,5,1
S6151,91,82,76,6,1
S6152,54,50,42,7,0
S6153,55,45,55,7,0
S6154,46,37,32,2,0
S6155,99,90,99,0,1
S6156,87,77,78,5,1
S6157,73,68,54,5,1
S6158,76,73,61,1,1
S6159,74,66,64,6,1
S6160,68,58,50,5,1
S6161,79,71,77,7,1
S6162,57,47,42,0,0
S6163,82,75,64,7,1
S6164,65,64,57,5,1
S6165,67,65,58,1,1
S6166,73,70,55,8,1
S6167,85,77,84,8,1
S6168,55,52,36,7,0
S6169,44,43,41,7,0
S6170,54,52,40,8,0
S6171,46,42,26,5,0
S6172,90,88,90,2,1
S6173,95,87,95,4,1
S6174,49,42,45,0,0
S6175,91,90,74,3,1
S6176,82,75,64,3,1
S6177,67,59,60,2,1
S6178,66,66,46,3,1
S6179,83,79,63,8,1
S6180,82,75,62,3,1
S6181,58,50,57,5,0
S6182,43,39,34,1,0
S6183,63,57,46,5,1
S6184,40,32,38,7,0
S6185,82,80,79,7,1
S6186,61,54,47,2,1
S6187,76,69,66,6,1
S6188,92,87,75,8,1
S6189,96,92,84,5,1
S6190,56,53,40,8,0
S6191,92,88,72,8,1
S6192,75,69,62,3,1
S6193,48,38,38,5,0
S6194,71,64,54,7,1
S6195,91,83,75,1,1
S6196,97,96,96,4,1
S6197,79,72,68,5,1
S6198,54,47,39,1,0
S6199,70,66,66,2,1
S6200,64,62,58,3,1
S6201,86,80,74,8,1
S6202,43,34,40,6,0
S6203,48,42,39,4,0
S6204,90,84,87,7,1
S6205,64,54,48,4,1
S6206,79,69,72,1,1
S6207,100,94,97,0,1
S6208,86,76,75,6,1
S6209,60,58,52,1,0
S6210,52,46,42,5,0
S6211,87,85,79,6,1
S6212,67,63,53,1,1
S6213,74,66,63,8,1
S6214,94,92,83,2,1
S6215,82,77,62,8,1
S6216,99,96,91,2,1
S6217,54,47,42,3,0
S6218,51,45,37,2,0
S6219,99,98,91,7,1
S6220,91,82,83,0,1
S6221,85,77,77,5,1
S6222,73,67,65,2,1
S6223,73,72,58,3,1
S6224,63,53,46,3,1
S6225,66,66,47,7,1
S6226,62,52,53,5,1
S6227,98,97,86,3,1
S6228,50,49,43,7,0
S6229,94,94,84,6,1
S6230,99,92,79,2,1
S6231,91,91,84,7,1
S6232,98,90,89,2,1
S6233,95,87,84,0,1
S6234,73,70,59,2,1
S6235,74,74,57,6,1
S6236,60,51,56,8,0
S6237,82,76,68,8,1
S6238,85,79,84,8,1
S6239,73,65,58,7,1
S6240,93,91,86,8,1
S6241,67,64,63,1,1
S6242,54,51,45,3,0
S6243,62,54,51,0,1
S6244,46,37,43,2,0
S6245,92,92,81,4,1
S6246,50,43,32,1,0
S6247,74,68,57,4,1
S6248,52,49,39,2,0
S6249,57,50,47,5,0
S6250,100,98,95,5,1
S6251,97,92,85,8,1
S6252,71,62,55,2,1
S6253,68,68,62,3,1
S6254,70,65,70,7,1
S6255,55,48,49,8,0
S6256,99,98,86,5,1
S6257,46,36,31,7,0
S6258,72,63,55,7,1
S6259,76,68,60,1,1
S6260,47,43,34,1,0
S6261,56,47,45,1,0
S6262,47,41,38,8,0
S6263,69,59,66,4,1
S6264,92,87,79,6,1
S6265,87,78,79,7,1
S6266,65,57,54,0,1
S6267,61,58,57,4,1
S6268,62,59,55,4,1
S6269,94,88,94,2,1
S6270,65,58,45,4,1
S6271,96,90,95,2,1
S6272,62,61,57,5,1
S6273,48,38,45,5,0
S6274,97,95,96,8,1
S6275,74,68,68,0,1
S6276,86,81,77,6,1
S6277,64,59,64,7,1
S6278,77,69,66,2,1
S6279,96,96,93,6,1
S6280,58,55,38,8,0
S6281,89,81,75,4,1
S6282,75,74,60,7,1
S6283,82,81,67,1,1
S6284,60,56,60,4,0
S6285,80,80,69,8,1
S6286,71,68,68,8,1
S6287,45,43,28,3,0
S6288,72,72,59,5,1
S6289,81,79,74,8,1
S6290,57,49,38,7,0
S6291,63,55,56,3,1
S6292,40,38,37,1,0
S6293,68,68,53,2,1
S6294,89,82,77,4,1
S6295,67,63,60,3,1
S6296,91,82,74,0,1
S6297,69,67,55,8,1
S6298,43,37,24,8,0
S6299,92,92,81,2,1
S6300,65,60,46,3,1
S6301,71,67,55,4,1
S6302,45,43,40,7,0
S6303,89,85,81,3,1
S6304,80,80,69,6,1
S6305,99,91,90,5,1
S6306,85,82,78,1,1
S6307,82,75,63,8,1
S6308,78,78,62,6,1
S6309,43,36,35,6,0
S6310,71,62,54,1,1
S6311,55,47,43,3,0
S6312,66,59,54,3,1
S6313,53,51,41,6,0
S6314,41,39,30,3,0
S6315,45,41,31,5,0
S6316,78,77,74,0,1
S6317,51,43,35,8,0
S6318,46,40,38,8,0
S6319,51,49,42,5,0
S6320,64,57,45,1,1
S6321,77,74,70,3,1
S6322,85,78,76,7,1
S6323,68,60,62,0,1
S6324,52,49,50,4,0
S6325,86,86,86,1,1
S6326,97,88,91,1,1
S6327,57,52,43,1,0
S6328,52,45,32,7,0
S6329,61,58,61,7,1
S6330,41,35,38,1,0
S6331,42,42,35,4,0
S6332,89,87,80,5,1
S6333,46,46,26,3,0
S6334,51,48,37,1,0
S6335,80,72,71,7,1
S6336,100,91,84,5,1
S6337,62,54,48,8,1
S6338,66,66,59,0,1
S6339,47,43,41,3,0
S6340,94,92,75,2,1
S6341,63,63,47,7,1
S6342,91,84,79,6,1
S6343,80,76,68,0,1
S6344,74,72,70,2,1
S6345,50,40,37,2,0
S6346,84,77,80,5,1
S6347,64,61,60,4,1
S6348,64,62,63,4,1
S6349,73,71,65,3,1
S6350,85,80,84,4,1
S6351,46,39,31,2,0
S6352,63,63,49,1,1
S6353,45,42,30,8,0
S6354,69,63,49,0,1
S6355,82,82,80,2,1
S6356,73,64,68,2,1
S6357,93,88,76,1,1
S6358,70,60,65,6,1
S6359,84,79,66,5,1
S6360,56,56,48,6,0
S6361,68,63,48,7,1
S6362,72,68,56,0,1
S6363,78,69,64,5,1
S6364,60,59,50,5,0
S6365,96,89,82,0,1
S6366,59,50,42,1,0
S6367,60,51,43,4,0
S6368,46,38,27,6,0
S6369,60,60,58,2,0
S6370,69,68,51,3,1
S6371,98,95,80,6,1
S6372,74,67,72,6,1
S6373,61,53,55,3,1
S6374,74,74,56,0,1
S6375,55,54,54,4,0
S6376,41,37,34,2,0
S6377,92,86,88,6,1
S6378,47,44,31,5,0
S6379,42,35,30,3,0
S6380,94,94,88,2,1
S6381,46,39,31,0,0
S6382,53,44,37,0,0
S6383,43,39,26,7,0
S6384,94,84,77,4,1
S6385,89,83,83,1,1
S6386,41,38,27,3,0
S6387,83,78,79,4,1
S6388,81,74,67,8,1
S6389,53,50,45,7,0
S6390,46,45,46,4,0
S6391,83,75,67,4,1
S6392,51,48,36,8,0
S6393,51,45,38,5,0
S6394,69,65,66,2,1
S6395,61,61,58,7,1
S6396,76,69,57,6,1
S6397,48,43,39,5,0
S6398,93,84,74,1,1
S6399,83,78,83,2,1
S6400,64,64,51,2,1
S6401,100,91,97,5,1
S6402,62,52,53,5,1
S6403,81,81,74,8,1
S6404,82,82,69,6,1
S6405,47,41,41,6,0
S6406,82,72,75,7,1
S6407,100,92,100,4,1
S6408,64,58,60,6,1
S6409,70,61,66,0,1
S6410,81,75,70,7,1
S6411,98,92,89,8,1
S6412,93,87,91,6,1
S6413,57,51,57,4,0
S6414,68,67,59,1,1
S6415,89,87,85,2,1
S6416,59,55,44,8,0
S6417,67,65,48,1,1
S6418,64,60,59,5,1
S6419,76,73,70,1,1
S6420,40,40,25,4,0
S6421,41,31,27,4,0
S6422,67,61,62,2,1
S6423,42,32,31,3,0
S6424,73,65,62,4,1
S6425,99,91,95,1,1
S6426,79,69,73,1,1
S6427,46,41,32,1,0
S6428,54,52,52,0,0
S6429,65,59,59,4,1
S6430,53,52,48,6,0
S6431,52,44,48,7,0
S6432,99,97,89,4,1
S6433,44,41,35,5,0
S6434,87,82,73,8,1
S6435,80,73,79,5,1
S6436,74,65,68,0,1
S6437,86,79,66,2,1
S6438,85,75,75,3,1
S6439,83,75,75,0,1
S6440,89,86,88,4,1
S6441,50,49,31,4,0
S6442,56,55,41,8,0
S6443,92,86,74,5,1
S6444,57,49,53,6,0
S6445,54,53,40,0,0
S6446,62,62,42,2,1
S6447,78,78,71,4,1
S6448,64,63,54,0,1
S6449,88,83,79,6,1
S6450,94,84,77,3,1
S6451,69,68,65,8,1
S6452,94,88,79,6,1
S6453,60,51,41,6,0
S6454,87,87,71,1,1
S6455,68,59,59,3,1
S6456,84,80,79,5,1
S6457,41,38,38,7,0
S6458,84,77,82,3,1
S6459,75,74,74,1,1
S6460,89,79,72,0,1
S6461,78,70,77,1,1
S6462,69,64,56,2,1
S6463,94,89,93,8,1
S6464,63,53,50,0,1
S6465,73,66,63,6,1
S6466,95,91,81,6,1
S6467,46,39,42,8,0
S6468,86,84,78,4,1
S6469,72,67,52,7,1
S6470,55,54,38,8,0
S6471,77,74,69,2,1
S6472,76,69,72,7,1
S6473,99,89,85,0,1
S6474,44,39,28,3,0
S6475,96,94,95,4,1
S6476,80,78,79,5,1
S6477,96,96,85,1,1
S6478,49,46,45,5,0
S6479,49,40,42,5,0
S6480,74,68,60,6,1
S6481,85,78,75,3,1
S6482,98,90,94,0,1
S6483,66,66,47,0,1
S6484,86,78,80,7,1
S6485,68,64,64,4,1
S6486,62,55,45,7,1
S6487,82,80,80,7,1
S6488,90,81,70,2,1
S6489,90,84,70,2,1
S6490,95,95,87,6,1
S6491,100,95,95,1,1
S6492,68,61,63,7,1
S6493,69,69,67,0,1
S6494,62,54,51,7,1
S6495,43,34,33,7,0
S6496,72,67,69,7,1
S6497,98,89,98,1,1
S6498,91,83,77,5,1
S6499,48,43,37,7,0
S6500,99,91,91,6,1
S6501,84,77,77,8,1
S6502,51,51,47,4,0
S6503,72,65,55,1,1
S6504,85,80,65,8,1
S6505,81,73,63,8,1
S6506,60,55,42,8,0
S6507,64,62,48,7,1
S6508,100,98,83,0,1
S6509,59,49,43,4,0
S6510,80,74,76,2,1
S6511,97,93,86,7,1
S6512,58,57,46,4,0
S6513,43,43,35,6,0
S6514,82,78,76,5,1
S6515,51,51,36,0,0
S6516,58,57,42,5,0
S6517,94,92,93,0,1
S6518,56,56,48,6,0
S6519,57,51,52,4,0
S6520,93,92,81,8,1
S6521,70,62,63,4,1
S6522,55,49,40,6,0
S6523,61,55,41,3,1
S6524,92,87,78,3,1
S6525,73,71,53,5,1
S6526,85,82,65,5,1
S6527,48,40,37,3,0
S6528,55,49,45,5,0
S6529,47,41,32,3,0
S6530,70,68,59,5,1
S6531,76,73,66,1,1
S6532,85,84,85,2,1
S6533,40,33,20,1,0
S6534,58,50,50,4,0
S6535,78,71,70,0,1
S6536,99,97,88,8,1
S6537,75,69,70,3,1
S6538,98,94,87,6,1
S6539,71,64,60,1,1
S6540,86,81,79,2,1
S6541,52,46,44,6,0
S6542,57,48,44,3,0
S6543,64,56,45,3,1
S6544,42,42,41,8,0
S6545,55,47,50,8,0
S6546,83,74,76,4,1
S6547,88,78,85,6,1
S6548,50,48,36,5,0
S6549,48,44,36,2,0
S6550,92,92,72,3,1
S6551,49,46,31,0,0
S6552,53,46,46,2,0
S6553,59,49,43,4,0
S6554,58,54,49,4,0
S6555,92,85,88,7,1
S6556,76,70,58,6,1
S6557,47,37,34,5,0
S6558,61,59,51,3,1
S6559,69,65,58,0,1
S6560,43,38,36,4,0
S6561,49,45,31,4,0
S6562,52,44,48,0,0
S6563,72,62,62,8,1
S6564,76,67,69,7,1
S6565,42,41,22,6,0
S6566,76,75,56,7,1
S6567,63,53,62,6,1
S6568,61,58,56,8,1
S6569,94,85,94,8,1
S6570,42,39,40,7,0
S6571,49,43,46,5,0
S6572,67,62,58,5,1
S6573,91,82,72,8,1
S6574,99,89,79,5,1
S6575,98,90,80,8,1
S6576,49,43,43,8,0
S6577,64,62,56,7,1
S6578,70,65,50,2,1
S6579,46,41,29,3,0
S6580,87,80,84,8,1
S6581,55,47,37,2,0
S6582,44,39,27,4,0
S6583,91,90,76,1,1
S6584,73,66,59,2,1
S6585,65,55,57,5,1
S6586,50,46,42,7,0
S6587,73,71,67,5,1
S6588,55,50,42,6,0
S6589,83,83,65,5,1
S6590,85,79,66,1,1
S6591,69,59,58,3,1
S6592,90,90,77,3,1
S6593,84,76,79,0,1
S6594,67,60,54,8,1
S6595,60,60,51,3,0
S6596,64,62,61,2,1
S6597,51,42,34,8,0
S6598,52,45,35,4,0
S6599,96,95,87,2,1
S6600,64,54,56,8,1
S6601,72,69,62,3,1
S6602,49,44,47,0,0
S6603,62,62,46,6,1
S6604,54,53,49,1,0
S6605,95,87,94,5,1
S6606,43,42,30,1,0
S6607,43,40,25,4,0
S6608,83,81,74,6,1
S6609,75,66,61,5,1
S6610,64,62,47,2,1
S6611,57,50,57,7,0
S6612,97,94,96,7,1
S6613,73,67,53,5,1
S6614,71,69,67,5,1
S6615,62,61,45,6,1
S6616,67,67,58,2,1
S6617,58,48,56,5,0
S6618,80,72,75,7,1
S6619,69,61,63,4,1
S6620,94,84,85,1,1
S6621,63,53,59,6,1
S6622,97,97,88,2,1
S6623,50,41,37,4,0
S6624,55,47,40,4,0
S6625,66,59,57,5,1
S6626,85,75,83,8,1
S6627,79,76,69,2,1
S6628,66,61,66,0,1
S6629,83,77,65,2,1
S6630,41,41,22,0,0
S6631,59,51,52,0,0
S6632,88,86,76,2,1
S6633,90,81,84,2,1
S6634,64,58,59,0,1
S6635,69,68,68,4,1
S6636,43,36,37,3,0
S6637,88,88,68,5,1
S6638,62,59,61,1,1
S6639,49,49,46,2,0
S6640,78,78,59,3,1
S6641,55,49,55,3,0
S6642,93,85,75,1,1
S6643,91,84,88,5,1
S6644,62,52,58,1,1
S6645,95,93,82,0,1
S6646,81,75,78,7,1
S6647,42,41,25,4,0
S6648,66,66,62,3,1
S6649,88,87,72,1,1
S6650,61,60,46,4,1
S6651,65,55,45,0,1
S6652,55,52,42,2,0
S6653,77,70,74,1,1
S6654,60,59,41,3,0
S6655,83,77,74,4,1
S6656,58,49,39,1,0
S6657,95,91,85,3,1
S6658,81,78,69,8,1
S6659,45,42,34,7,0
S6660,72,71,52,4,1
S6661,81,74,62,5,1
S6662,65,56,60,8,1
S6663,85,83,81,6,1
S6664,42,36,28,7,0
S6665,44,37,38,6,0
S6666,65,60,54,8,1
S6667,93,92,89,5,1
S6668,82,78,70,0,1
S6669,68,61,53,7,1
S6670,89,83,74,4,1
S6671,40,35,28,3,0
S6672,63,61,63,2,1
S6673,92,90,84,0,1
S6674,41,40,29,0,0
S6675,47,37,37,6,0
S6676,79,69,67,6,1
S6677,92,89,74,5,1
S6678,71,66,52,6,1
S6679,56,56,50,3,0
S6680,71,61,70,2,1
S6681,47,45,38,5,0
S6682,55,53,36,4,0
S6683,55,53,45,0,0
S6684,81,79,72,5,1
S6685,79,71,69,5,1
S6686,82,75,73,2,1
S6687,63,61,49,2,1
S6688,59,59,42,4,0
S6689,95,87,91,1,1
S6690,50,41,32,7,0
S6691,52,49,34,0,0
S6692,50,46,30,4,0
S6693,60,52,57,7,0
S6694,80,70,70,5,1
S6695,47,43,36,4,0
S6696,84,81,80,0,1
S6697,96,92,82,0,1
S6698,66,59,59,5,1
S6699,63,61,60,0,1
S6700,46,37,38,4,0
S6701,75,68,57,0,1
S6702,66,56,57,4,1
S6703,76,72,61,0,1
S6704,87,79,73,7,1
S6705,53,50,38,6,0
S6706,91,87,73,4,1
S6707,55,52,37,6,0
S6708,84,75,64,6,1
S6709,97,88,92,3,1
S6710,48,40,38,8,0
S6711,78,73,71,2,1
S6712,81,77,81,3,1
S6713,68,62,62,2,1
S6714,53,50,44,4,0
S6715,95,87,77,6,1
S6716,73,67,70,0,1
S6717,44,39,29,3,0
S6718,47,44,40,5,0
S6719,72,63,55,3,1
S6720,43,34,30,8,0
S6721,68,66,62,1,1
S6722,43,41,35,2,0
S6723,81,76,76,1,1
S6724,85,85,71,6,1
S6725,85,79,69,1,1
S6726,74,69,56,5,1
S6727,83,83,74,4,1
S6728,83,80,79,7,1
S6729,57,55,47,5,0
S6730,46,41,28,8,0
S6731,89,83,69,6,1
S6732,55,51,47,0,0
S6733,41,39,37,0,0
S6734,95,86,77,0,1
S6735,43,33,31,1,0
S6736,42,36,23,3,0
S6737,82,80,64,7,1
S6738,65,56,45,6,1
S6739,66,56,48,6,1
S6740,47,45,37,1,0
S6741,84,81,79,4,1
S6742,96,96,79,4,1
S6743,93,89,78,0,1
S6744,50,50,50,5,0
S6745,54,46,34,0,0
S6746,59,57,55,7,0
S6747,89,82,72,6,1
S6748,72,65,66,2,1
S6749,83,73,70,1,1
S6750,70,62,67,7,1
S6751,93,93,84,1,1
S6752,46,41,38,4,0
S6753,76,74,75,6,1
S6754,48,39,33,3,0
S6755,42,39,40,1,0
S6756,58,58,56,6,0
S6757,75,75,61,5,1
S6758,95,90,87,6,1
S6759,52,44,33,5,0
S6760,61,56,53,7,1
S6761,97,96,88,2,1
S6762,95,85,84,6,1
S6763,81,72,68,5,1
S6764,59,49,41,3,0
S6765,75,68,67,0,1
S6766,61,55,59,1,1
S6767,77,70,71,4,1
S6768,95,95,94,2,1
S6769,46,37,30,6,0
S6770,85,76,80,5,1
S6771,74,69,68,2,1
S6772,64,60,56,3,1
S6773,88,86,78,0,1
S6774,65,55,53,7,1
S6775,54,46,54,5,0
S6776,52,50,51,6,0
S6777,89,88,70,7,1
S6778,64,60,54,8,1
S6779,60,55,40,0,0
S6780,80,72,62,0,1
S6781,89,81,88,8,1
S6782,85,76,81,3,1
S6783,64,56,55,3,1
S6784,52,50,36,3,0
S6785,85,84,75,1,1
S6786,44,35,33,7,0
S6787,52,47,47,4,0
S6788,72,64,63,1,1
S6789,88,83,80,4,1
S6790,73,64,71,7,1
S6791,40,31,30,2,0
S6792,76,72,71,7,1
S6793,61,60,44,5,1
S6794,78,72,65,0,1
S6795,73,66,62,8,1
S6796,54,47,41,1,0
S6797,77,71,57,8,1
S6798,94,86,88,5,1
S6799,94,90,84,6,1
S6800,47,38,30,2,0
S6801,58,50,40,4,0
S6802,59,50,57,4,0
S6803,40,31,38,0,0
S6804,77,69,77,2,1
S6805,94,87,93,5,1
S6806,59,59,57,5,0
S6807,55,49,42,8,0
S6808,76,72,64,5,1
S6809,50,50,37,8,0
S6810,65,61,51,6,1
S6811,51,48,48,2,0
S6812,78,69,73,4,1
S6813,74,65,56,1,1
S6814,70,65,51,0,1
S6815,56,50,47,7,0
S6816,92,83,77,1,1
S6817,61,58,55,8,1
S6818,49,39,40,3,0
S6819,68,66,64,7,1
S6820,56,46,55,0,0
S6821,82,81,67,4,1
S6822,74,69,72,0,1
S6823,75,66,71,5,1
S6824,49,40,40,3,0
S6825,71,62,63,8,1
S6826,42,32,31,2,0
S6827,99,90,79,0,1
S6828,51,46,44,4,0
S6829,54,53,45,3,0
S6830,56,53,46,8,0
S6831,66,62,54,3,1
S6832,99,98,98,4,1
S6833,98,96,90,8,1
S6834,61,57,50,0,1
S6835,89,83,89,2,1
S6836,61,60,52,5,1
S6837,84,84,78,7,1
S6838,49,41,39,2,0
S6839,91,87,73,0,1
S6840,63,60,55,1,1
S6841,42,33,41,5,0
S6842,63,58,60,4,1
S6843,61,52,44,1,1
S6844,61,51,59,2,1
S6845,64,60,61,8,1
S6846,87,80,70,4,1
S6847,92,90,83,0,1
S6848,69,67,55,4,1
S6849,66,66,65,4,1
S6850,42,37,34,7,0
S6851,74,65,61,4,1
S6852,68,65,59,3,1
S6853,92,82,73,8,1
S6854,80,76,80,6,1
S6855,62,53,53,7,1
S6856,79,74,69,7,1
S6857,55,50,53,1,0
S6858,57,49,53,2,0
S6859,92,87,86,6,1
S6860,81,78,62,3,1
S6861,88,85,88,6,1
S6862,49,48,42,4,0
S6863,50,45,47,2,0
S6864,42,36,24,3,0
S6865,60,55,55,3,0
S6866,87,80,80,7,1
S6867,84,75,66,2,1
S6868,73,63,72,6,1
S6869,51,41,49,6,0
S6870,93,85,75,2,1
S6871,60,60,42,5,0
S6872,89,88,80,6,1
S6873,68,68,58,6,1
S6874,65,65,62,8,1
S6875,40,33,24,2,0
S6876,72,70,55,0,1
S6877,81,75,63,8,1
S6878,45,40,29,6,0
S6879,45,41,38,6,0
S6880,80,75,74,6,1
S6881,67,61,67,3,1
S6882,54,53,36,8,0
S6883,74,70,54,3,1
S6884,45,37,34,5,0
S6885,65,63,57,3,1
S6886,90,81,74,5,1
S6887,76,67,64,4,1
S6888,89,82,87,0,1
S6889,91,91,90,4,1
S6890,72,62,60,5,1
S6891,50,47,41,8,0
S6892,100,97,95,5,1
S6893,91,85,78,6,1
S6894,90,82,81,8,1
S6895,78,74,74,4,1
S6896,83,79,70,7,1
S6897,80,78,72,3,1
S6898,53,45,49,2,0
S6899,43,41,26,2,0
S6900,49,45,32,6,0
S6901,87,79,74,4,1
S6902,52,43,41,0,0
S6903,88,82,70,7,1
S6904,49,47,41,4,0
S6905,48,46,47,3,0
S6906,64,63,58,3,1
S6907,65,63,58,3,1
S6908,61,56,42,3,1
S6909,84,75,66,5,1
S6910,61,53,51,2,1
S6911,88,81,77,1,1
S6912,67,63,58,1,1
S6913,68,62,48,5,1
S6914,41,40,28,8,0
S6915,83,73,70,8,1
S6916,69,67,57,2,1
S6917,96,93,83,1,1
S6918,75,75,65,4,1
S6919,63,62,48,7,1
S6920,90,90,75,7,1
S6921,75,67,66,0,1
S6922,82,77,64,5,1
S6923,41,32,33,8,0
S6924,74,65,63,1,1
S6925,64,57,63,5,1
S6926,91,84,75,7,1
S6927,47,43,32,0,0
S6928,40,30,35,8,0
S6929,43,34,39,7,0
S6930,59,57,58,3,0
S6931,40,37,25,3,0
S6932,40,37,22,8,0
